,Unnamed: 0,cell_ID,x_global_px,y_global_px,x_local_px,y_local_px,z,target,CellComp,cell_type,Run_Tissue_name,z_local_px
0,0,c_1_13_1,-31227.5677777778,31614.5015444444,1800.21,3620.0571,8,HLA-A,Membrane,Podocyte,Run1081_SP17_2566,35.55555555555556
1,1,c_1_13_1,-31167.8277777778,31609.3444444444,1859.95,3614.9,8,TXK,Cytoplasm,Podocyte,Run1081_SP17_2566,35.55555555555556
2,2,c_1_13_1,-31203.2577777778,31622.5497444444,1824.52,3628.1053,4,MALAT1,Nuclear,Podocyte,Run1081_SP17_2566,17.77777777777778
3,3,c_1_13_1,-31214.2177777778,31591.4000444444,1813.56,3596.9556,2,IGFBP7,Cytoplasm,Podocyte,Run1081_SP17_2566,8.88888888888889
4,4,c_1_13_1,-31241.5777777778,31611.8444444444,1786.2,3617.4,7,FFAR4,Membrane,Podocyte,Run1081_SP17_2566,31.11111111111111
5,5,c_1_13_1,-31233.9477777778,31617.4444444444,1793.83,3623.0,7,RPL21,Membrane,Podocyte,Run1081_SP17_2566,31.11111111111111
6,6,c_1_13_1,-31234.1477777778,31609.8944444444,1793.63,3615.45,7,IFIT1,Cytoplasm,Podocyte,Run1081_SP17_2566,31.11111111111111
7,7,c_1_13_1,-31226.1177777778,31610.4044444444,1801.66,3615.96,7,HAVCR2,Cytoplasm,Podocyte,Run1081_SP17_2566,31.11111111111111
8,8,c_1_13_1,-31225.6977777778,31609.3644444444,1802.08,3614.92,7,S100A9,Cytoplasm,Podocyte,Run1081_SP17_2566,31.11111111111111
9,9,c_1_13_1,-31201.8377777778,31606.4844444444,1825.94,3612.04,7,MALAT1,Cytoplasm,Podocyte,Run1081_SP17_2566,31.11111111111111
10,10,c_1_13_1,-31225.7577777778,31610.5944444444,1802.02,3616.15,7,MSMB,Cytoplasm,Podocyte,Run1081_SP17_2566,31.11111111111111
11,11,c_1_13_1,-31236.1777777778,31611.1444444444,1791.6,3616.7,7,SOD2,Cytoplasm,Podocyte,Run1081_SP17_2566,31.11111111111111
12,12,c_1_13_1,-31241.7777777778,31611.5444444444,1786.0,3617.1,7,IFIH1,Membrane,Podocyte,Run1081_SP17_2566,31.11111111111111
13,13,c_1_13_1,-31193.7477777778,31603.2158444444,1834.03,3608.7714,7,GADD45B,Cytoplasm,Podocyte,Run1081_SP17_2566,31.11111111111111
14,14,c_1_13_1,-31193.9977777778,31603.1694444444,1833.78,3608.725,7,C1QA,Cytoplasm,Podocyte,Run1081_SP17_2566,31.11111111111111
15,16,c_1_13_1,-31240.9977777778,31615.2694444444,1786.78,3620.825,7,GADD45B,Membrane,Podocyte,Run1081_SP17_2566,31.11111111111111
16,17,c_1_13_1,-31226.4777777778,31613.6175444444,1801.3,3619.1731,3,CCL5,Membrane,Podocyte,Run1081_SP17_2566,13.333333333333334
17,18,c_1_13_1,-31200.6977777778,31625.5675444444,1827.08,3631.1231,3,RARA,Nuclear,Podocyte,Run1081_SP17_2566,13.333333333333334
18,19,c_1_13_1,-31239.3477777778,31621.6694444444,1788.43,3627.225,5,AKT1,Cytoplasm,Podocyte,Run1081_SP17_2566,22.22222222222222
19,20,c_1_13_1,-31231.3677777778,31619.5194444444,1796.41,3625.075,5,RB1,Cytoplasm,Podocyte,Run1081_SP17_2566,22.22222222222222
20,21,c_1_13_2,-30467.5277777778,31589.6694444444,2560.25,3595.225,8,ADGRF3,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,35.55555555555556
21,22,c_1_13_2,-30457.8477777778,31595.5444444444,2569.93,3601.1,8,SMAD3,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,35.55555555555556
22,23,c_1_13_2,-30472.3777777778,31602.2944444444,2555.4,3607.85,8,PSAP,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,35.55555555555556
23,24,c_1_13_2,-30465.6477777778,31617.8194444444,2562.13,3623.375,8,CASP3,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,35.55555555555556
24,25,c_1_13_2,-30458.3477777778,31592.3444444444,2569.43,3597.9,8,ACVR1B,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,35.55555555555556
25,26,c_1_13_2,-30454.9577777778,31602.4444444444,2572.82,3608.0,8,IL12RB2,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,35.55555555555556
26,27,c_1_13_2,-30450.9177777778,31596.7194444444,2576.86,3602.275,8,MZT2A,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,35.55555555555556
27,28,c_1_13_2,-30473.7977777778,31611.2444444444,2553.98,3616.8,8,FGG,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,35.55555555555556
28,29,c_1_13_2,-30461.1377777778,31609.5944444444,2566.64,3615.15,8,MALAT1,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,35.55555555555556
29,30,c_1_13_2,-30465.7577777778,31619.3944444444,2562.02,3624.95,8,IRF3,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,35.55555555555556
30,31,c_1_13_2,-30460.0777777778,31591.2694444444,2567.7,3596.825,8,JAG1,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,35.55555555555556
31,32,c_1_13_2,-30479.4777777778,31593.2944444444,2548.3,3598.85,8,POU5F1,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,35.55555555555556
32,33,c_1_13_2,-30503.8777777778,31593.9694444444,2523.9,3599.525,8,CASP8,Cytoplasm,Proliferating.Proximal.Tubule,Run1081_SP17_2566,35.55555555555556
33,34,c_1_13_2,-30457.9277777778,31600.9944444444,2569.85,3606.55,8,TPSB2,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,35.55555555555556
34,35,c_1_13_2,-30462.7777777778,31625.4444444444,2565.0,3631.0,0,CASR,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
35,36,c_1_13_2,-30510.2977777778,31597.5444444444,2517.48,3603.1,0,ACVR1B,Cytoplasm,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
36,37,c_1_13_2,-30456.3877777778,31621.9158444444,2571.39,3627.4714,0,STAT3,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
37,38,c_1_13_2,-30456.7177777778,31622.3444444444,2571.06,3627.9,0,DNTT,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
38,39,c_1_13_2,-30458.7777777778,31617.4444444444,2569.0,3623.0,0,TGFB2,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
39,40,c_1_13_2,-30462.5877777778,31625.4158444444,2565.19,3630.9714,0,WIF1,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
40,41,c_1_13_2,-30483.8177777778,31616.4924444444,2543.96,3622.048,0,IGHG1,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
41,42,c_1_13_2,-30461.6777777778,31624.8044444444,2566.1,3630.36,0,S100A4,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
42,43,c_1_13_2,-30451.9477777778,31620.4158444444,2575.83,3625.9714,0,EFNA4,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
43,44,c_1_13_2,-30450.7277777778,31618.4819444444,2577.05,3624.0375,0,C1QB,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
44,45,c_1_13_2,-30456.9277777778,31620.7777444444,2570.85,3626.3333,0,CXCR6,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
45,46,c_1_13_2,-30461.6477777778,31625.3319444444,2566.13,3630.8875,0,APOB,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
46,47,c_1_13_2,-30455.5777777778,31620.8158444444,2572.2,3626.3714,0,IL17RE,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
47,48,c_1_13_2,-30462.6977777778,31624.4444444444,2565.08,3630.0,0,LEP,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
48,49,c_1_13_2,-30456.7977777778,31620.4444444444,2570.98,3626.0,0,IL11RA,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
49,50,c_1_13_2,-30443.7877777778,31616.4694444444,2583.99,3622.025,0,COL9A2,Cytoplasm,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
50,51,c_1_13_2,-30461.8177777778,31624.3158444444,2565.96,3629.8714,0,ADGRF1,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
51,52,c_1_13_2,-30483.6277777778,31615.3319444444,2544.15,3620.8875,0,VWF,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
52,53,c_1_13_2,-30476.9777777778,31590.3444444444,2550.8,3595.9,0,BAG3,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
53,54,c_1_13_2,-30456.7177777778,31621.5027444444,2571.06,3627.0583,0,BCL2L1,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
54,55,c_1_13_2,-30483.7977777778,31616.6206444444,2543.98,3622.1762,0,SOD1,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
55,56,c_1_13_2,-30449.6977777778,31617.4277444444,2578.08,3622.9833,0,LIF,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
56,57,c_1_13_2,-30461.8777777778,31625.4944444444,2565.9,3631.05,0,CYSTM1,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
57,58,c_1_13_2,-30455.8377777778,31621.1888444444,2571.94,3626.7444,0,FABP5,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
58,59,c_1_13_2,-30483.9377777778,31616.5290444444,2543.84,3622.0846,0,KRT4,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
59,60,c_1_13_2,-30456.5577777778,31622.1611444444,2571.22,3627.7167,0,FOXF1,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
60,61,c_1_13_2,-30461.7477777778,31625.5944444444,2566.03,3631.15,0,ADIRF,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
61,62,c_1_13_2,-30483.4777777778,31616.3544444444,2544.3,3621.91,0,CSF1,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
62,63,c_1_13_2,-30464.7777777778,31621.4444444444,2563.0,3627.0,0,MTRNR2L1,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
63,64,c_1_13_2,-30483.2477777778,31616.1158444444,2544.53,3621.6714,0,KRT17,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
64,65,c_1_13_2,-30483.1377777778,31615.8044444444,2544.64,3621.36,0,EPHB6,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
65,66,c_1_13_2,-30483.2477777778,31616.0873444444,2544.53,3621.6429,0,CD14,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
66,67,c_1_13_2,-30455.2577777778,31621.0694444444,2572.52,3626.625,0,LGALS9,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
67,68,c_1_13_2,-30483.6977777778,31616.1587444444,2544.08,3621.7143,0,FABP5,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
68,69,c_1_13_2,-30456.7777777778,31620.4844444444,2571.0,3626.04,0,LEP,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
69,70,c_1_13_2,-30461.1877777778,31599.8015444444,2566.59,3605.3571,0,CYTOR,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
70,71,c_1_13_2,-30456.0177777778,31620.5644444444,2571.76,3626.12,0,LAMP3,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
71,72,c_1_13_2,-30483.5177777778,31616.0899444444,2544.26,3621.6455,0,GDF3,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
72,73,c_1_13_2,-30483.2677777778,31615.3015444444,2544.51,3620.8571,0,CD300A,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
73,74,c_1_13_2,-30473.0277777778,31602.0844444444,2554.75,3607.64,0,ACE2,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
74,75,c_1_13_2,-30483.6177777778,31615.4730444444,2544.16,3621.0286,0,CXCR6,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
75,76,c_1_13_2,-30483.7877777778,31615.5032444444,2543.99,3621.0588,0,TNFRSF10A,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
76,77,c_1_13_2,-30491.7177777778,31602.5069444444,2536.06,3608.0625,0,MZT2A,Cytoplasm,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
77,78,c_1_13_2,-30483.4877777778,31615.4277444444,2544.29,3620.9833,0,STAT1,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
78,79,c_1_13_2,-30483.8177777778,31615.4158444444,2543.96,3620.9714,0,TCL1A,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
79,80,c_1_13_2,-30456.7777777778,31620.4644444444,2571.0,3626.02,0,SLC2A4,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
80,81,c_1_13_2,-30461.9977777778,31624.3611444444,2565.78,3629.9167,0,KRT14,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
81,82,c_1_13_2,-30461.7077777778,31624.7194444444,2566.07,3630.275,0,PSCA,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
82,83,c_1_13_2,-30455.4777777778,31621.1444444444,2572.3,3626.7,0,CXCR3,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
83,84,c_1_13_2,-30455.6477777778,31620.5944444444,2572.13,3626.15,0,KRT80,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
84,85,c_1_13_2,-30483.6377777778,31616.1694444444,2544.14,3621.725,0,AZU1,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
85,86,c_1_13_2,-30456.6977777778,31620.7333444444,2571.08,3626.2889,0,MSMB,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
86,87,c_1_13_2,-30476.0977777778,31582.0444444444,2551.68,3587.6,0,AHR,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
87,88,c_1_13_2,-30487.2977777778,31597.2555444444,2540.48,3602.8111,0,GPX3,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
88,89,c_1_13_2,-30458.8077777778,31611.4587444444,2568.97,3617.0143,0,MTOR,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
89,90,c_1_13_2,-30456.4177777778,31621.7171444444,2571.36,3627.2727,0,PTK2,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
90,91,c_1_13_2,-30475.8777777778,31604.9944444444,2551.9,3610.55,0,S100A9,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
91,92,c_1_13_2,-30456.0077777778,31621.4377444444,2571.77,3626.9933,0,CD70,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
92,93,c_1_13_2,-30483.3377777778,31615.3301444444,2544.44,3620.8857,0,FZD4,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
93,94,c_1_13_2,-30455.8177777778,31621.3444444444,2571.96,3626.9,0,PTGES2,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
94,95,c_1_13_2,-30458.5177777778,31615.3158444444,2569.26,3620.8714,0,ACE,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
95,96,c_1_13_2,-30455.7077777778,31621.2844444444,2572.07,3626.84,0,RSPO3,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
96,97,c_1_13_2,-30483.1677777778,31616.5319444444,2544.61,3622.0875,0,YBX3,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
97,98,c_1_13_2,-30456.4577777778,31621.9555444444,2571.32,3627.5111,0,LIF,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
98,99,c_1_13_2,-30455.6377777778,31620.5587444444,2572.14,3626.1143,0,TNFRSF10A,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
99,100,c_1_13_2,-30455.7677777778,31621.2944444444,2572.01,3626.85,0,WIF1,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
100,101,c_1_13_2,-30461.2777777778,31624.5444444444,2566.5,3630.1,0,HTT,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
101,102,c_1_13_2,-30455.6477777778,31620.7015444444,2572.13,3626.2571,0,ADGRL2,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
102,103,c_1_13_2,-30450.7777777778,31617.4444444444,2577.0,3623.0,0,SOD1,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
103,104,c_1_13_2,-30483.5477777778,31615.9194444444,2544.23,3621.475,0,OSMR,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
104,105,c_1_13_2,-30483.5277777778,31615.5944444444,2544.25,3621.15,0,LAIR1,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
105,106,c_1_13_2,-30483.5577777778,31616.1915444444,2544.22,3621.7471,0,CXCL17,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
106,107,c_1_13_2,-30456.5977777778,31621.4911444444,2571.18,3627.0467,0,MTRNR2L1,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
107,108,c_1_13_2,-30462.0477777778,31624.2444444444,2565.73,3629.8,0,CYSTM1,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
108,109,c_1_13_2,-30456.5477777778,31621.8319444444,2571.23,3627.3875,0,UPK3A,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
109,110,c_1_13_2,-30483.9677777778,31616.3602444444,2543.81,3621.9158,0,ELANE,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
110,111,c_1_13_2,-30483.9177777778,31615.5944444444,2543.86,3621.15,0,TNFSF10,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
111,112,c_1_13_2,-30483.9777777778,31616.6252444444,2543.8,3622.1808,0,C1QB,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
112,113,c_1_13_2,-30483.9777777778,31616.5244444444,2543.8,3622.08,0,CXCL6,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
113,114,c_1_13_2,-30483.9077777778,31616.4980444444,2543.87,3622.0536,0,ITGA2,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
114,115,c_1_13_2,-30456.1877777778,31621.5620444444,2571.59,3627.1176,0,S100A4,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
115,116,c_1_13_2,-30483.8077777778,31616.4924444444,2543.97,3622.048,0,SFN,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
116,117,c_1_13_2,-30455.7477777778,31620.6111444444,2572.03,3626.1667,0,ADGRG2,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
117,118,c_1_13_2,-30464.8677777778,31621.5873444444,2562.91,3627.1429,0,NOTCH1,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
118,119,c_1_13_2,-30483.8177777778,31616.7819444444,2543.96,3622.3375,0,IL15RA,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
119,120,c_1_13_2,-30484.1677777778,31616.7856444444,2543.61,3622.3412,0,CUZD1,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
120,121,c_1_13_2,-30483.8277777778,31616.1762444444,2543.95,3621.7318,0,WIF1,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
121,122,c_1_13_2,-30457.0777777778,31621.3587444444,2570.7,3626.9143,0,STAT3,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
122,123,c_1_13_2,-30455.8977777778,31621.3353444444,2571.88,3626.8909,0,SOD1,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
123,124,c_1_13_2,-30483.8377777778,31615.8385444444,2543.94,3621.3941,0,CCL28,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
124,125,c_1_13_2,-30483.5377777778,31615.9344444444,2544.24,3621.49,0,IGKC,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
125,126,c_1_13_2,-30455.9877777778,31621.5032444444,2571.79,3627.0588,0,MPO,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
126,127,c_1_13_2,-30451.6177777778,31619.6888444444,2576.16,3625.2444,0,PTGES2,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
127,128,c_1_13_2,-30456.1577777778,31621.4602444444,2571.62,3627.0158,0,IGHG1,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
128,129,c_1_13_2,-30483.7077777778,31615.7076444444,2544.07,3621.2632,0,TNFRSF10B,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
129,130,c_1_13_2,-30462.6177777778,31624.4044444444,2565.16,3629.96,0,HCAR2,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
130,131,c_1_13_2,-30483.7277777778,31616.2244444444,2544.05,3621.78,0,PDGFRB,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
131,132,c_1_13_2,-30483.7677777778,31615.4977444444,2544.01,3621.0533,0,COL6A2,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
132,133,c_1_13_2,-30471.1277777778,31601.5694444444,2556.65,3607.125,0,MZT2A,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
133,134,c_1_13_2,-30471.0177777778,31616.2301444444,2556.76,3621.7857,0,MALAT1,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
134,135,c_1_13_2,-30460.8777777778,31624.6644444444,2566.9,3630.22,0,FGF1,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
135,136,c_1_13_2,-30461.9477777778,31624.0777444444,2565.83,3629.6333,0,B3GNT7,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
136,137,c_1_13_2,-30483.7477777778,31615.5777444444,2544.03,3621.1333,0,S100P,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
137,138,c_1_13_2,-30456.7177777778,31620.6444444444,2571.06,3626.2,0,CYSTM1,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
138,139,c_1_13_2,-30483.8577777778,31615.4527444444,2543.92,3621.0083,0,HSP90AA1,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
139,140,c_1_13_2,-30455.8577777778,31621.5080444444,2571.92,3627.0636,0,WNT7B,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
140,141,c_1_13_2,-30481.4077777778,31604.5111444444,2546.37,3610.0667,0,KRT4,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
141,142,c_1_13_2,-30455.8177777778,31621.3158444444,2571.96,3626.8714,0,TNFRSF17,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
142,143,c_1_13_2,-30479.7877777778,31599.3555444444,2547.99,3604.9111,0,MALAT1,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
143,144,c_1_13_2,-30461.6477777778,31625.2444444444,2566.13,3630.8,0,CSF1,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
144,145,c_1_13_2,-30483.8077777778,31616.3487444444,2543.97,3621.9043,0,FFAR4,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
145,146,c_1_13_2,-30476.7677777778,31605.6507444444,2551.01,3611.2063,0,COTL1,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
146,147,c_1_13_2,-30461.7377777778,31625.3015444444,2566.04,3630.8571,0,KRT13,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
147,148,c_1_13_2,-30483.5677777778,31616.3911444444,2544.21,3621.9467,0,RAC1,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
148,149,c_1_13_2,-30484.0277777778,31616.5444444444,2543.75,3622.1,0,TWIST1,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
149,150,c_1_13_2,-30469.4077777778,31627.7444444444,2558.37,3633.3,0,EPHA7,Cytoplasm,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
150,151,c_1_13_2,-30483.8177777778,31616.6587444444,2543.96,3622.2143,0,OSMR,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
151,152,c_1_13_2,-30478.3277777778,31618.2829444444,2549.45,3623.8385,0,MALAT1,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
152,153,c_1_13_2,-30461.6977777778,31625.2569444444,2566.08,3630.8125,0,STAT5A,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
153,154,c_1_13_2,-30468.8577777778,31615.7111444444,2558.92,3621.2667,0,VHL,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
154,155,c_1_13_2,-30455.9477777778,31620.7569444444,2571.83,3626.3125,0,SUCNR1,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
155,156,c_1_13_2,-30516.4177777778,31621.2361444444,2511.36,3626.7917,0,DUSP2,Cytoplasm,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
156,157,c_1_13_2,-30463.6277777778,31615.3944444444,2564.15,3620.95,0,ABL1,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
157,158,c_1_13_2,-30484.1977777778,31615.5844444444,2543.58,3621.14,0,RPL37,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
158,159,c_1_13_2,-30476.1477777778,31621.4230444444,2551.63,3626.9786,0,CFLAR,Cytoplasm,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
159,160,c_1_13_2,-30456.2377777778,31621.8319444444,2571.54,3627.3875,0,CCL20,Nuclear,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
160,161,c_1_13_2,-30483.7077777778,31617.0777444444,2544.07,3622.6333,0,CCL20,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
161,162,c_1_13_2,-30462.1777777778,31625.0044444444,2565.6,3630.56,0,ALCAM,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
162,163,c_1_13_2,-30481.0877777778,31587.8222444444,2546.69,3593.3778,0,KLF2,Cytoplasm,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
163,164,c_1_13_2,-30483.8477777778,31615.3353444444,2543.93,3620.8909,0,TNFRSF10D,Membrane,Proliferating.Proximal.Tubule,Run1081_SP17_2566,0.0
