,Unnamed: 0,cell_ID,x_global_px,y_global_px,x_local_px,y_local_px,z,target,CellComp,cell_type,Run_Tissue_name,z_local_px
6772,6827,c_1_13_34,-31104.0277777778,31600.2444444444,1923.75,3605.8,7,ATF3,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6773,6828,c_1_13_34,-31111.2177777778,31602.8873444444,1916.56,3608.4429,7,ADGRG6,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6774,6829,c_1_13_34,-31111.1777777778,31602.5944444444,1916.6,3608.15,7,IFIT1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6775,6830,c_1_13_34,-31101.0077777778,31602.5111444444,1926.77,3608.0667,7,YES1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6776,6831,c_1_13_34,-31100.7777777778,31602.5194444444,1927.0,3608.075,7,IFIT1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6777,6832,c_1_13_34,-31104.6777777778,31598.2194444444,1923.1,3603.775,7,TNFRSF10A,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6778,6833,c_1_13_34,-31151.0977777778,31584.5694444444,1876.68,3590.125,7,VEGFD,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6779,6834,c_1_13_34,-31158.0977777778,31587.3694444444,1869.68,3592.925,7,NRXN1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6780,6835,c_1_13_34,-31106.6777777778,31603.5587444444,1921.1,3609.1143,7,ROR1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6781,6836,c_1_13_34,-31108.5777777778,31600.3194444444,1919.2,3605.875,7,S100A8,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6782,6837,c_1_13_34,-31125.5177777778,31576.1044444444,1902.26,3581.66,7,KDR,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6783,6838,c_1_13_34,-31106.3277777778,31603.8944444444,1921.45,3609.45,7,IL23A,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6784,6839,c_1_13_34,-31108.5177777778,31600.1244444444,1919.26,3605.68,7,LGALS1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6785,6840,c_1_13_34,-31150.7777777778,31586.0944444444,1877.0,3591.65,7,CMKLR1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6786,6841,c_1_13_34,-31111.3777777778,31602.3444444444,1916.4,3607.9,7,NPPC,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6787,6842,c_1_13_34,-31168.2577777778,31599.7244444444,1859.52,3605.28,7,GAS6,Membrane,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6788,6843,c_1_13_34,-31110.9777777778,31603.0644444444,1916.8,3608.62,7,ITGB6,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6789,6844,c_1_13_34,-31111.3477777778,31603.0277444444,1916.43,3608.5833,7,MMP8,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6790,6845,c_1_13_34,-31126.9377777778,31579.7044444444,1900.84,3585.26,7,MT1X,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6791,6846,c_1_13_34,-31106.6977777778,31603.5194444444,1921.08,3609.075,7,ADGRF4,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6792,6847,c_1_13_34,-31106.5077777778,31603.3301444444,1921.27,3608.8857,7,LTBR,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6793,6848,c_1_13_34,-31100.7977777778,31602.6644444444,1926.98,3608.22,7,CAV1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6794,6849,c_1_13_34,-31111.5377777778,31602.5444444444,1916.24,3608.1,7,CSF3,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6795,6850,c_1_13_34,-31111.3577777778,31603.0244444444,1916.42,3608.58,7,MRC2,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6796,6851,c_1_13_34,-31106.7077777778,31604.1194444444,1921.07,3609.675,7,ATR,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6797,6852,c_1_13_34,-31110.8577777778,31603.2844444444,1916.92,3608.84,7,CD44,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6798,6853,c_1_13_34,-31106.6277777778,31603.3944444444,1921.15,3608.95,7,CD83,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6799,6854,c_1_13_34,-31111.1177777778,31602.6873444444,1916.66,3608.2429,7,ANXA4,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6800,6855,c_1_13_34,-31159.4577777778,31602.1944444444,1868.32,3607.75,7,PPARG,Membrane,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6801,6856,c_1_13_34,-31151.9977777778,31583.4044444444,1875.78,3588.96,7,TNFSF9,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6802,6857,c_1_13_34,-31117.6277777778,31575.4194444444,1910.15,3580.975,7,AZU1,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6803,6858,c_1_13_34,-31111.5077777778,31602.4111444444,1916.27,3607.9667,7,DDR1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6804,6859,c_1_13_34,-31111.4677777778,31602.6301444444,1916.31,3608.1857,7,BMP6,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6805,6860,c_1_13_34,-31106.7777777778,31603.8111444444,1921.0,3609.3667,7,OAS1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6806,6861,c_1_13_34,-31111.2077777778,31602.2111444444,1916.57,3607.7667,7,SERPINA1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6807,6862,c_1_13_34,-31111.2277777778,31602.8611444444,1916.55,3608.4167,7,FASLG,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6808,6863,c_1_13_34,-31111.3477777778,31602.7587444444,1916.43,3608.3143,7,CALM3,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6809,6864,c_1_13_34,-31106.6777777778,31603.5587444444,1921.1,3609.1143,7,CASP8,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6810,6865,c_1_13_34,-31111.2177777778,31602.5444444444,1916.56,3608.1,7,ADGRG3,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6811,6866,c_1_13_34,-31111.4777777778,31602.5244444444,1916.3,3608.08,7,WNT9A,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6812,6867,c_1_13_34,-31138.6077777778,31577.4444444444,1889.17,3583.0,7,PROKR1,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,31.11111111111111
6813,6868,c_1_13_34,-31140.6977777778,31603.3844444444,1887.08,3608.94,3,TUBB,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6814,6869,c_1_13_34,-31139.9077777778,31602.4611444444,1887.87,3608.0167,3,CSF1R,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6815,6870,c_1_13_34,-31140.4977777778,31602.4944444444,1887.28,3608.05,3,SMARCB1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6816,6871,c_1_13_34,-31140.8777777778,31602.2444444444,1886.9,3607.8,3,MTRNR2L1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6817,6872,c_1_13_34,-31133.4677777778,31574.5587444444,1894.31,3580.1143,3,HTT,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6818,6874,c_1_13_34,-31126.5577777778,31578.9444444444,1901.22,3584.5,3,TNFRSF11A,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6819,6875,c_1_13_34,-31139.9977777778,31579.1944444444,1887.78,3584.75,3,CD69,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6820,6876,c_1_13_34,-31112.8277777778,31604.7194444444,1914.95,3610.275,3,S100P,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6821,6877,c_1_13_34,-31140.8777777778,31602.3194444444,1886.9,3607.875,3,ANGPT2,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6822,6878,c_1_13_34,-31114.5277777778,31607.2194444444,1913.25,3612.775,3,FES,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6823,6879,c_1_13_34,-31113.5777777778,31575.3444444444,1914.2,3580.9,3,ADGRG6,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6824,6880,c_1_13_34,-31121.6477777778,31570.1194444444,1906.13,3575.675,3,CCND1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6825,6881,c_1_13_34,-31110.7277777778,31578.4944444444,1917.05,3584.05,3,ADGRF3,Membrane,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6826,6882,c_1_13_34,-31113.4277777778,31575.4194444444,1914.35,3580.975,3,CD83,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6827,6883,c_1_13_34,-31116.8277777778,31584.9277444444,1910.95,3590.4833,3,APOB,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6828,6884,c_1_13_34,-31136.8977777778,31568.7194444444,1890.88,3574.275,3,CD3G,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6829,6885,c_1_13_34,-31112.7177777778,31604.6244444444,1915.06,3610.18,3,CXCR6,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6830,6886,c_1_13_34,-31112.9477777778,31604.5194444444,1914.83,3610.075,3,CHEK1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6831,6887,c_1_13_34,-31109.5777777778,31578.2444444444,1918.2,3583.8,3,HDAC1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6832,6888,c_1_13_34,-31114.0277777778,31607.2944444444,1913.75,3612.85,3,LTF,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6833,6889,c_1_13_34,-31140.8777777778,31602.3694444444,1886.9,3607.925,3,FYN,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6834,6890,c_1_13_34,-31117.5277777778,31591.1694444444,1910.25,3596.725,3,TYROBP,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6835,6891,c_1_13_34,-31138.9277777778,31579.0694444444,1888.85,3584.625,3,OAS3,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6836,6892,c_1_13_34,-31120.0477777778,31571.2944444444,1907.73,3576.85,3,CD209,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6837,6893,c_1_13_34,-31113.7077777778,31575.3444444444,1914.07,3580.9,3,ARG1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,13.333333333333334
6838,6894,c_1_13_34,-31110.6277777778,31602.9944444444,1917.15,3608.55,6,CELSR1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6839,6895,c_1_13_34,-31107.7877777778,31592.9319444444,1919.99,3598.4875,6,DCN,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6840,6896,c_1_13_34,-31111.3277777778,31602.4194444444,1916.45,3607.975,6,TCL1A,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6841,6898,c_1_13_34,-31165.7277777778,31586.2944444444,1862.05,3591.85,6,HSD3B2,Membrane,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6842,6899,c_1_13_34,-31104.7077777778,31597.4444444444,1923.07,3603.0,6,TNFRSF12A,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6843,6900,c_1_13_34,-31107.6477777778,31592.5444444444,1920.13,3598.1,6,IL1RAP,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6844,6901,c_1_13_34,-31126.8077777778,31607.3944444444,1900.97,3612.95,6,IL10,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6845,6902,c_1_13_34,-31107.5777777778,31593.5194444444,1920.2,3599.075,6,TBX21,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6846,6903,c_1_13_34,-31126.9077777778,31568.9444444444,1900.87,3574.5,6,LGALS3BP,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6847,6904,c_1_13_34,-31107.7677777778,31593.4819444444,1920.01,3599.0375,6,ACE2,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6848,6905,c_1_13_34,-31148.8077777778,31573.4944444444,1878.97,3579.05,6,HDAC3,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6849,6906,c_1_13_34,-31110.7077777778,31603.2194444444,1917.07,3608.775,6,RXRB,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6850,6907,c_1_13_34,-31097.8777777778,31582.6644444444,1929.9,3588.22,6,BIRC5,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6851,6908,c_1_13_34,-31151.7177777778,31582.3844444444,1876.06,3587.94,6,TNFSF14,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6852,6909,c_1_13_34,-31110.5777777778,31603.0044444444,1917.2,3608.56,6,FES,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6853,6910,c_1_13_34,-31107.4577777778,31593.6111444444,1920.32,3599.1667,6,IRF4,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6854,6911,c_1_13_34,-31107.8177777778,31592.6244444444,1919.96,3598.18,6,FZD4,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6855,6912,c_1_13_34,-31111.1777777778,31602.7777444444,1916.6,3608.3333,6,EFNA1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6856,6913,c_1_13_34,-31107.6377777778,31593.3344444444,1920.14,3598.89,6,TNFRSF17,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6857,6914,c_1_13_34,-31107.8877777778,31593.4873444444,1919.89,3599.0429,6,TCL1A,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6858,6915,c_1_13_34,-31146.7077777778,31572.3694444444,1881.07,3577.925,6,SRC,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6859,6916,c_1_13_34,-31110.8777777778,31602.5044444444,1916.9,3608.06,6,TLR7,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6860,6917,c_1_13_34,-31146.7777777778,31572.4444444444,1881.0,3578.0,6,RXRB,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6861,6918,c_1_13_34,-31107.4777777778,31593.4666444444,1920.3,3599.0222,6,ARF1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6862,6919,c_1_13_34,-31107.9877777778,31593.2444444444,1919.79,3598.8,6,FZD4,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6863,6920,c_1_13_34,-31108.0477777778,31593.2111444444,1919.73,3598.7667,6,BMP1,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6864,6921,c_1_13_34,-31143.3577777778,31580.9444444444,1884.42,3586.5,6,DUSP1,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6865,6922,c_1_13_34,-31111.5577777778,31602.5644444444,1916.22,3608.12,6,NFKBIA,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6866,6923,c_1_13_34,-31107.5477777778,31593.5587444444,1920.23,3599.1143,6,GPBAR1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6867,6924,c_1_13_34,-31107.9577777778,31593.2844444444,1919.82,3598.84,6,DUSP6,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6868,6925,c_1_13_34,-31107.6777777778,31593.2000444444,1920.1,3598.7556,6,AR,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6869,6926,c_1_13_34,-31111.2077777778,31602.9777444444,1916.57,3608.5333,6,SRC,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6870,6927,c_1_13_34,-31107.4577777778,31594.1444444444,1920.32,3599.7,6,HAVCR2,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6871,6928,c_1_13_34,-31125.7277777778,31575.4444444444,1902.05,3581.0,6,IL15RA,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6872,6929,c_1_13_34,-31145.8477777778,31571.4194444444,1881.93,3576.975,6,ADGRG1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6873,6930,c_1_13_34,-31108.1777777778,31592.9944444444,1919.6,3598.55,6,IL12B,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6874,6931,c_1_13_34,-31127.7277777778,31570.4982444444,1900.05,3576.0538,6,MZT2A,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6875,6932,c_1_13_34,-31110.6477777778,31603.6194444444,1917.13,3609.175,6,MMP9,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6876,6933,c_1_13_34,-31110.6277777778,31602.6444444444,1917.15,3608.2,6,PTGES2,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6877,6934,c_1_13_34,-31103.8977777778,31582.2694444444,1923.88,3587.825,6,BIRC5,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6878,6935,c_1_13_34,-31107.8277777778,31593.3319444444,1919.95,3598.8875,6,MST1R,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6879,6936,c_1_13_34,-31107.7077777778,31593.5888444444,1920.07,3599.1444,6,DDX58,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6880,6937,c_1_13_34,-31108.0477777778,31593.3944444444,1919.73,3598.95,6,TNFSF13B,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6881,6938,c_1_13_34,-31106.8277777778,31598.6944444444,1920.95,3604.25,6,CCL3,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6882,6939,c_1_13_34,-31107.7377777778,31593.1555444444,1920.04,3598.7111,6,SELENOP,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6883,6940,c_1_13_34,-31111.3577777778,31602.7844444444,1916.42,3608.34,6,HLA-DQA1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6884,6941,c_1_13_34,-31110.9977777778,31602.8694444444,1916.78,3608.425,6,BMP4,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6885,6942,c_1_13_34,-31107.8577777778,31593.2544444444,1919.92,3598.81,6,S100P,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6886,6943,c_1_13_34,-31108.0377777778,31592.6044444444,1919.74,3598.16,6,THBS2,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6887,6944,c_1_13_34,-31107.8277777778,31593.1694444444,1919.95,3598.725,6,THBS2,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6888,6945,c_1_13_34,-31107.9477777778,31593.3015444444,1919.83,3598.8571,6,CRP,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6889,6946,c_1_13_34,-31107.4177777778,31593.7444444444,1920.36,3599.3,6,HMGN2,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6890,6947,c_1_13_34,-31107.4977777778,31593.8111444444,1920.28,3599.3667,6,NRXN3,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6891,6948,c_1_13_34,-31107.9077777778,31593.1873444444,1919.87,3598.7429,6,CTSW,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6892,6949,c_1_13_34,-31107.6977777778,31593.3819444444,1920.08,3598.9375,6,TNFRSF9,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6893,6950,c_1_13_34,-31107.9077777778,31592.6444444444,1919.87,3598.2,6,EFNA4,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6894,6951,c_1_13_34,-31107.5777777778,31593.4873444444,1920.2,3599.0429,6,TAP2,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6895,6952,c_1_13_34,-31161.6477777778,31578.6944444444,1866.13,3584.25,6,TNFRSF21,Membrane,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6896,6953,c_1_13_34,-31108.0177777778,31592.4819444444,1919.76,3598.0375,6,WNT7A,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6897,6954,c_1_13_34,-31111.0277777778,31602.3194444444,1916.75,3607.875,6,TNFRSF10B,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6898,6955,c_1_13_34,-31107.8477777778,31592.5301444444,1919.93,3598.0857,6,C1QB,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6899,6956,c_1_13_34,-31107.9077777778,31593.0333444444,1919.87,3598.5889,6,CLEC4E,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6900,6957,c_1_13_34,-31108.1177777778,31592.9444444444,1919.66,3598.5,6,ITGB8,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6901,6958,c_1_13_34,-31107.7977777778,31593.5944444444,1919.98,3599.15,6,DDR1,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6902,6959,c_1_13_34,-31107.7677777778,31593.0873444444,1920.01,3598.6429,6,P2RY12,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6903,6960,c_1_13_34,-31151.4577777778,31582.4944444444,1876.32,3588.05,6,TNFRSF13B,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6904,6961,c_1_13_34,-31107.3577777778,31594.1611444444,1920.42,3599.7167,6,CD3G,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6905,6962,c_1_13_34,-31107.7177777778,31593.6015444444,1920.06,3599.1571,6,KDR,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6906,6963,c_1_13_34,-31145.6277777778,31572.5444444444,1882.15,3578.1,6,IL20RA,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6907,6964,c_1_13_34,-31107.8477777778,31592.9158444444,1919.93,3598.4714,6,GZMH,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,26.666666666666668
6908,6965,c_1_13_34,-31107.5777777778,31592.7194444444,1920.2,3598.275,5,TACSTD2,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,22.22222222222222
6909,6966,c_1_13_34,-31107.6177777778,31593.4301444444,1920.16,3598.9857,5,QRFPR,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,22.22222222222222
6910,6967,c_1_13_34,-31107.7077777778,31593.3611444444,1920.07,3598.9167,5,MRC2,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,22.22222222222222
6911,6968,c_1_13_34,-31104.8777777778,31577.4444444444,1922.9,3583.0,5,MAP1LC3B,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,22.22222222222222
6912,6969,c_1_13_34,-31107.6177777778,31593.0844444444,1920.16,3598.64,5,CYTOR,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,22.22222222222222
6913,6970,c_1_13_34,-31108.9077777778,31575.3873444444,1918.87,3580.9429,5,BCL2L1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,22.22222222222222
6914,6971,c_1_13_34,-31106.8977777778,31598.2444444444,1920.88,3603.8,5,WNT11,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,22.22222222222222
6915,6972,c_1_13_34,-31149.7777777778,31573.4444444444,1878.0,3579.0,5,BMP4,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,22.22222222222222
6916,6973,c_1_13_34,-31105.0577777778,31578.2777444444,1922.72,3583.8333,5,DLL1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,22.22222222222222
6917,6974,c_1_13_34,-31107.0377777778,31598.2844444444,1920.74,3603.84,5,ADGRL1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,22.22222222222222
6918,6975,c_1_13_34,-31104.9877777778,31577.6015444444,1922.79,3583.1571,5,ITM2A,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,22.22222222222222
6919,6976,c_1_13_34,-31110.9577777778,31603.3194444444,1916.82,3608.875,5,CD59,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,22.22222222222222
6920,6977,c_1_13_34,-31105.2977777778,31577.7277444444,1922.48,3583.2833,5,NOSIP,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,22.22222222222222
6921,6978,c_1_13_34,-31110.8577777778,31603.3444444444,1916.92,3608.9,5,H2AZ1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,22.22222222222222
6922,6979,c_1_13_34,-31108.8577777778,31575.2444444444,1918.92,3580.8,5,APOA1,Cytoplasm,Distinct.proximal.tubule.1,Run1081_SP17_2566,22.22222222222222
6923,6980,c_1_13_34,-31107.8177777778,31593.3044444444,1919.96,3598.86,5,HSP90AB1,Nuclear,Distinct.proximal.tubule.1,Run1081_SP17_2566,22.22222222222222
